Back to ToC,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Reference_ID,Value,Organization Subtype,Location Name,Location ID,Superior Organization Name,Superior_Organization_ID,Comments,Sup Org Manager,Inactive
4743041482,,,,,,,,,,NEW4743041482,Sch Business (UQ Bus Sch)-Strategy Discipline Leader,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743048821,,,
4743041515,,,,,,,,,,NEW4743041515,Sch Business (UQ Bus Sch)-Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743002776,,,
4743041543,,,,,,,,,,NEW4743041543,Sch Business (UQ Bus Sch)-BIS Discipline Leader,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743048821,,,
4743041544,,,,,,,,,,NEW4743041544,Sch Business (UQ Bus Sch)-Finance Discipline Leader,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743048821,,,
4743041545,,,,,,,,,,NEW4743041545,Sch Business (UQ Bus Sch)-Management Discipline Leader,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743048821,,,
4743041546,,,,,,,,,,NEW4743041546,Sch Business (UQ Bus Sch)-Marketing Discipline Leader,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),SUP0000000148,,,
4743041548,,,,,,,,,,NEW4743041548,Sch Business (UQ Bus Sch)-Tourism Discipline Leader,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743048821,,,
4743041556,,,,,,,,,,NEW4743041556,Sch Business (UQ Bus Sch)-IB Discipline Leader,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743048821,,,
4743041826,,,,,,,,,,NEW4743041826,Sch Business (UQ Bus Sch)-Lecturer in Finance,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041544,,,
4743042491,,,,,,,,,,NEW4743042491,Sch Business (UQ Bus Sch)-Lecturer in Management,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041545,,,
4743043326,,,,,,,,,,NEW4743043326,Sch Business (UQ Bus Sch)-Lecturer in Marketing,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041546,,,
4743043856,,,,,,,,,,NEW4743043856,Sch Business (UQ Bus Sch)-Lecturer in Finance,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041544,,,
4743043857,,,,,,,,,,NEW4743043857,Sch Business (UQ Bus Sch)-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041544,,,
4743043873,,,,,,,,,,NEW4743043873,Sch Business (UQ Bus Sch)-Learning Design Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4741223452,,,
4743043907,,,,,,,,,,NEW4743043907,Sch Business (UQ Bus Sch)-Grad. Mgmt. Discipline Leader,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),SUP0000000148,,,
4743043919,,,,,,,,,,NEW4743043919,Sch Business (UQ Bus Sch)-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041548,,,
4743044002,,,,,,,,,,NEW4743044002,Sch Business (UQ Bus Sch)-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041546,,,
4743044244,,,,,,,,,,NEW4743044244,Sch Business (UQ Bus Sch)-Lecturer in BIS,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743037942,,,
4743044247,,,,,,,,,,NEW4743044247,Sch Business (UQ Bus Sch)-KPMG Chair in Org Trust,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041545,,,
4743044491,,,,,,,,,,NEW4743044491,Sch Business (UQ Bus Sch)-Client Services Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4741223452,,,
4743044604,,,,,,,,,,NEW4743044604,Sch Business (UQ Bus Sch)-Professor in Management,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743041545,,,
4743046025,,,,,,,,,,NEW4743046025,"Sch Business (UQ Bus Sch)-Project Manager, Online Learni",Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743043873,,,
4743047117,,,,,,,,,,NEW4743047117,Sch Business (UQ Bus Sch)-Admissions Coordinator,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),NEW4743044491,,,
4743048750,,,,,,,,,,NEW4743048750,Sch Business (UQ Bus Sch)-Associate Director,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),SUP0000000148,,,
4743048821,,,,,,,,,,NEW4743048821,Sch Business (UQ Bus Sch)-Deputy Head of School,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),SUP0000000148,,,
4743048879,,,,,,,,,,NEW4743048879,Sch Business (UQ Bus Sch)-Honorary Professor (NON-BULK),Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Business (UQ Bus Sch),SUP0000000148,,,
4841041353,,,,,,,,,,NEW4841041353,Inst Molecular Bioscience-Deputy Director (Research),Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4841113685,,,,,,,,,,NEW4841113685,Inst Molecular Bioscience-Australian Professorial Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4841114107,,,,,,,,,,NEW4841114107,Inst Molecular Bioscience-Australian Professorial Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4841170428,,,,,,,,,,NEW4841170428,Inst Molecular Bioscience-Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843023277,,,
4841178835,,,,,,,,,,NEW4841178835,Inst Molecular Bioscience-Principal Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4841201742,,,,,,,,,,NEW4841201742,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4841202288,,,,,,,,,,NEW4841202288,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4841228099,,,,,,,,,,NEW4841228099,Inst Molecular Bioscience-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4841281687,,,,,,,,,,NEW4841281687,Inst Molecular Bioscience-Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843023277,,,
4841312628,,,,,,,,,,NEW4841312628,Inst Molecular Bioscience-Deputy Director (Operations),Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4841326474,,,,,,,,,,NEW4841326474,Inst Molecular Bioscience-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843007433,,,
484,,,,,,,,,,SUP00000007,Inst Molecular Bioscience-Institute Director,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000001,,,
4843000240,,,,,,,,,,NEW4843000240,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843000601,,,,,,,,,,NEW4843000601,Inst Molecular Bioscience-Communications Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843046226,,,
4843002018,,,,,,,,,,NEW4843002018,Inst Molecular Bioscience-Principal Admin Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841312628,,,
4843002256,,,,,,,,,,NEW4843002256,Inst Molecular Bioscience-Senior Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843046762,,,
4843002552,,,,,,,,,,NEW4843002552,Inst Molecular Bioscience-Principal Technical Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843008774,,,
4843002726,,,,,,,,,,NEW4843002726,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843003101,,,,,,,,,,NEW4843003101,Inst Molecular Bioscience-HPC Bioinf Supp Spec,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843004407,,,,,,,,,,NEW4843004407,Inst Molecular Bioscience-Senior Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843004688,,,,,,,,,,NEW4843004688,Inst Molecular Bioscience-Associate Professor,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843006468,,,,,,,,,,NEW4843006468,Inst Molecular Bioscience-Human Studies Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843035473,,,
4843006856,,,,,,,,,,NEW4843006856,Inst Molecular Bioscience-Senior Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843007047,,,,,,,,,,NEW4843007047,Inst Molecular Bioscience-ARC DECRA Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843048233,,,
4843007139,,,,,,,,,,NEW4843007139,Inst Molecular Bioscience-UQ Postdoc Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843000240,,,
4843007184,,,,,,,,,,NEW4843007184,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843007378,,,,,,,,,,NEW4843007378,Inst Molecular Bioscience-ARC Future Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843007433,,,,,,,,,,NEW4843007433,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843008774,,,,,,,,,,NEW4843008774,Inst Molecular Bioscience-Senior Administrative Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841312628,,,
4843009359,,,,,,,,,,NEW4843009359,Inst Molecular Bioscience-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843009417,,,,,,,,,,NEW4843009417,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843014016,,,,,,,,,,NEW4843014016,Inst Molecular Bioscience-Administrative Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843008774,,,
4843014240,,,,,,,,,,NEW4843014240,Inst Molecular Bioscience-IT Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841312628,,,
4843014302,,,,,,,,,,NEW4843014302,Inst Molecular Bioscience-Postgrad Engagement Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843007433,,,
4843014469,,,,,,,,,,NEW4843014469,Inst Molecular Bioscience-Central Sterlising Lead Hand,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843008774,,,
4843014575,,,,,,,,,,NEW4843014575,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843018345,,,,,,,,,,NEW4843018345,Inst Molecular Bioscience-Clerical Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843014016,,,
4843019034,,,,,,,,,,NEW4843019034,Inst Molecular Bioscience-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843019241,,,,,,,,,,NEW4843019241,Inst Molecular Bioscience-Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841114107,,,
4843019245,,,,,,,,,,NEW4843019245,Inst Molecular Bioscience-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843019544,,,,,,,,,,NEW4843019544,Inst Molecular Bioscience-Research Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841312628,,,
4843019618,,,,,,,,,,NEW4843019618,Inst Molecular Bioscience-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843047531,,,
4843020304,,,,,,,,,,NEW4843020304,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843020350,,,,,,,,,,NEW4843020350,Inst Molecular Bioscience-Senior Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843047531,,,
4843021056,,,,,,,,,,NEW4843021056,Inst Molecular Bioscience-Senior Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841041353,,,
4843021304,,,,,,,,,,NEW4843021304,Inst Molecular Bioscience-Bioinformatics Engineer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843021368,,,,,,,,,,NEW4843021368,Inst Molecular Bioscience-Administration Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843021436,,,,,,,,,,NEW4843021436,Inst Molecular Bioscience-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843022429,,,,,,,,,,NEW4843022429,Inst Molecular Bioscience-Technician,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843022581,,,,,,,,,,NEW4843022581,Inst Molecular Bioscience-Research Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843004407,,,
4843023168,,,,,,,,,,NEW4843023168,Inst Molecular Bioscience-Associate Director,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843023277,,,,,,,,,,NEW4843023277,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843023347,,,,,,,,,,NEW4843023347,Inst Molecular Bioscience-Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843047531,,,
4843023348,,,,,,,,,,NEW4843023348,Inst Molecular Bioscience-Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843047531,,,
4843023732,,,,,,,,,,NEW4843023732,Inst Molecular Bioscience-Field Trial Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843026661,,,,,,,,,,NEW4843026661,Inst Molecular Bioscience-Senior Research Assistant,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843004407,,,
4843027833,,,,,,,,,,NEW4843027833,Inst Molecular Bioscience-ARC Future Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843028519,,,,,,,,,,NEW4843028519,Inst Molecular Bioscience-Unpaid Functional Reports To,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841041353,,,
4843028554,,,,,,,,,,NEW4843028554,Inst Molecular Bioscience-Scholar Functional Reports To,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841041353,,,
4843029079,,,,,,,,,,NEW4843029079,Inst Molecular Bioscience-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843033345,,,,,,,,,,NEW4843033345,Inst Molecular Bioscience-Project and Laboratory Coordin,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843006468,,,
4843033993,,,,,,,,,,NEW4843033993,Inst Molecular Bioscience-Research Assistant,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843000240,,,
4843034355,,,,,,,,,,NEW4843034355,Inst Molecular Bioscience-Senior Administration Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841312628,,,
4843034470,,,,,,,,,,NEW4843034470,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843035473,,,,,,,,,,NEW4843035473,Inst Molecular Bioscience-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843036359,,,,,,,,,,NEW4843036359,Inst Molecular Bioscience-Principal Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843037073,,,,,,,,,,NEW4843037073,Inst Molecular Bioscience-ARC DECRA,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843041056,,,,,,,,,,NEW4843041056,Inst Molecular Bioscience-Senior IT Manager (Operations),Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841312628,,,
4843041142,,,,,,,,,,NEW4843041142,Inst Molecular Bioscience-NHMRC Early Career Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843035473,,,
4843041341,,,,,,,,,,NEW4843041341,Inst Molecular Bioscience-Senior IT Manager (Operations),Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841312628,,,
4843042727,,,,,,,,,,NEW4843042727,Inst Molecular Bioscience-Scientific Support Manager.,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843008774,,,
4843043631,,,,,,,,,,NEW4843043631,Inst Molecular Bioscience-Deputy Director (Operations),Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843043798,,,,,,,,,,NEW4843043798,Inst Molecular Bioscience-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843044216,,,,,,,,,,NEW4843044216,Inst Molecular Bioscience-Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843044632,,,,,,,,,,NEW4843044632,Inst Molecular Bioscience-Research Officer,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4841228099,,,
4843046226,,,,,,,,,,NEW4843046226,Inst Molecular Bioscience-Manager,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4963023123,,,
4843046452,,,,,,,,,,NEW4843046452,Inst Molecular Bioscience-IMB Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843046762,,,,,,,,,,NEW4843046762,Inst Molecular Bioscience-Group Leader,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843046992,,,,,,,,,,NEW4843046992,Inst Molecular Bioscience-Honorary Associate Professor,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW5393008538,,,
4843047531,,,,,,,,,,NEW4843047531,Inst Molecular Bioscience-IMB Fellow,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843047619,,,,,,,,,,NEW4843047619,Inst Molecular Bioscience-Deputy Director (Operations),Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843048233,,,,,,,,,,NEW4843048233,Inst Molecular Bioscience-ARC Laureate Fellow - GL,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843048771,,,,,,,,,,NEW4843048771,Inst Molecular Bioscience-Affiliate Academic,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,SUP00000007,,,
4843048848,,,,,,,,,,NEW4843048848,Inst Molecular Bioscience-Deputy Manager Media and Comms,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843046226,,,
4843048853,,,,,,,,,,NEW4843048853,Inst Molecular Bioscience-Dep Manager Digital Marketing,Faculty or equivalent,St Lucia Campus,S01,Inst Molecular Bioscience,NEW4843046226,,,
4883028761,,,,,,,,,,NEW4883028761,Clinical Med Virology Ctr-Unpaid Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Clinical Med Virology Ctr,NEW5853013560,,,
489,,,,,,,,,,SUP0000000130,Heron Island Res Station-Principal Admin Officer,School Centre/Other Centre,Heron Island Res Station,S25,Heron Island Res Station,NEW1303022400,,,
4893028697,,,,,,,,,,NEW4893028697,Heron Island Res Station-Deputy Manager/Scientific Offi,School Centre/Other Centre,Heron Island Res Station,S25,Heron Island Res Station,SUP0000000130,,,
493,,,,,,,,,,SUP000000058,"Academic Policy Programs-Manager,  Academic Policy",Sub-Section,St Lucia Campus,S01,Academic Policy Programs,SUP000000055,,,
495,,,,,,,,,,SUP0000000785,UQ Graduate School-Director (Central Serv & Div),Section/Unit,St Lucia Campus,S01,UQ Graduate School,SUP0000000434,,,
4953021387,,,,,,,,,,NEW4953021387,UQ Graduate School-Senior Business Analyst,Section/Unit,St Lucia Campus,S01,UQ Graduate School,SUP0000000785,,,
4953021458,,,,,,,,,,NEW4953021458,UQ Graduate School-Senior Finance Officer,Section/Unit,St Lucia Campus,S01,UQ Graduate School,SUP000000089,,,
4953021661,,,,,,,,,,NEW4953021661,UQ Graduate School-Administrative Manager,Section/Unit,St Lucia Campus,S01,UQ Graduate School,SUP0000000785,,,
4953021703,,,,,,,,,,NEW4953021703,UQ Graduate School-HDR Administration Manager,Section/Unit,St Lucia Campus,S01,UQ Graduate School,NEW4953041282,,,
4953021704,,,,,,,,,,NEW4953021704,UQ Graduate School-HDR Administration Manager,Section/Unit,St Lucia Campus,S01,UQ Graduate School,NEW4953041282,,,
4953021708,,,,,,,,,,NEW4953021708,UQ Graduate School-Engagement & Development Manag,Section/Unit,St Lucia Campus,S01,UQ Graduate School,NEW4953041285,,,
4953028507,,,,,,,,,,NEW4953028507,UQ Graduate School-Unpaid Functional Reports To,Section/Unit,St Lucia Campus,S01,UQ Graduate School,SUP0000000785,,,
4953037004,,,,,,,,,,NEW4953037004,UQ Graduate School-Adjunct/Conjoint/Honorary,Section/Unit,St Lucia Campus,S01,UQ Graduate School,SUP0000000785,,,
4953041282,,,,,,,,,,NEW4953041282,UQ Graduate School-Deputy Director,Section/Unit,St Lucia Campus,S01,UQ Graduate School,SUP0000000785,,,
4953041284,,,,,,,,,,NEW4953041284,UQ Graduate School-Enquires Coordinator,Section/Unit,St Lucia Campus,S01,UQ Graduate School,NEW4953041282,,,
4953041285,,,,,,,,,,NEW4953041285,"UQ Graduate School-Senior Mger, HDR Development",Section/Unit,St Lucia Campus,S01,UQ Graduate School,SUP0000000785,,,
4953041286,,,,,,,,,,NEW4953041286,UQ Graduate School-HDR Liaison Team Leader,Section/Unit,St Lucia Campus,S01,UQ Graduate School,NEW4953041285,,,
4953041287,,,,,,,,,,NEW4953041287,UQ Graduate School-HDR Liaison Team Leader,Section/Unit,St Lucia Campus,S01,UQ Graduate School,NEW4953041285,,,
4953041288,,,,,,,,,,NEW4953041288,UQ Graduate School-HDR Liaison Team Leader,Section/Unit,St Lucia Campus,S01,UQ Graduate School,NEW4953041285,,,
4953041289,,,,,,,,,,NEW4953041289,UQ Graduate School-HDR Liaison Team Leader,Section/Unit,St Lucia Campus,S01,UQ Graduate School,NEW4953041285,,,
496,,,,,,,,,,SUP0000000724,Marketing & Communication-Director of Central Area,Division,St Lucia Campus,S01,Marketing & Communication,SUP00000001,,,
4961331810,,,,,,,,,,NEW4961331810,Marketing & Communication-Executive Assistant,Division,St Lucia Campus,S01,Marketing & Communication,SUP0000000724,,,
4963023123,,,,,,,,,,NEW4963023123,Marketing & Communication-Deputy Director,Division,St Lucia Campus,S01,Marketing & Communication,SUP0000000724,,,
4963027514,,,,,,,,,,NEW4963027514,Marketing & Communication-Exec Digital Content Manager,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963046083,,,
4963030888,,,,,,,,,,NEW4963030888,Marketing & Communication-Digital Content Producer,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963046266,,,
4963043425,,,,,,,,,,NEW4963043425,Marketing & Communication-Associate Director,Division,St Lucia Campus,S01,Marketing & Communication,SUP0000000724,,,
4963043468,,,,,,,,,,NEW4963043468,Marketing & Communication-Deputy Director,Division,St Lucia Campus,S01,Marketing & Communication,SUP0000000724,,,
4963045743,,,,,,,,,,NEW4963045743,Marketing & Communication-Prog Mgr. CRM &Future Students,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963043425,,,
4963045794,,,,,,,,,,NEW4963045794,Marketing & Communication-Customer Experience Manager,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963043425,,,
4963045885,,,,,,,,,,NEW4963045885,Marketing & Communication-Customer Analytics Manager,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963043425,,,
4963045989,,,,,,,,,,NEW4963045989,Marketing & Communication-Mktg Automation & Convo Mgr.,Division,St Lucia/Toowong Area,S03,Marketing & Communication,NEW4963043425,,,
4963046061,,,,,,,,,,NEW4963046061,Marketing & Communication-Integrated Planning and Perfor,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963043425,,,
4963046081,,,,,,,,,,NEW4963046081,Marketing & Communication-SEO/SEM Specialist,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963046083,,,
4963046083,,,,,,,,,,NEW4963046083,Marketing & Communication-Digital Marketing Manager,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963043425,,,
4963046266,,,,,,,,,,NEW4963046266,Marketing & Communication-Content Marketing Strategist,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963046083,,,
4963046413,,,,,,,,,,NEW4963046413,Marketing & Communication-Program Manager CRM and Future,Division,St Lucia Campus,S01,Marketing & Communication,NEW4963043425,,,
4963046995,,,,,,,,,,NEW4963046995,Marketing & Communication-Sr Marketing & Communications,Division,St Lucia/Toowong Area,S03,Marketing & Communication,SUP0000000433,,,
497,,,,,,,,,,SUP0000000496,Protocol Office-Protocol & Events Manager,Branch/Directorate,St Lucia Campus,S01,Protocol Office,NEW4963023123,,,
499,,,,,,,,,,SUP0000000496,Design and Desktop Publsh-Principal Admin Officer,Branch/Directorate,St Lucia Campus,S01,Design and Desktop Publsh,NEW4963043468,,,
5001200398,,,,,,,,,,NEW5001200398,Customs House-Chef de Cuisine,Branch/Directorate,Brisbane City,S05,Customs House,SUP000000051,,,
500,,,,,,,,,,SUP000000051,Customs House-Associate Director,Branch/Directorate,Brisbane City,S05,Customs House,SUP000000051,,,
5003007574,,,,,,,,,,NEW5003007574,Customs House-Food & Beverage Manager,Branch/Directorate,Brisbane City,S05,Customs House,NEW5003025614,,,
5003024341,,,,,,,,,,NEW5003024341,Customs House-Restaurant Manager,Branch/Directorate,Brisbane City,S05,Customs House,NEW5003025614,,,
5003025614,,,,,,,,,,NEW5003025614,Customs House-Operations Manager,Branch/Directorate,Brisbane City,S05,Customs House,SUP000000051,,,
